locus_tag	ftype	length_bp	gene	EC_number	COG	product
PMUR_02240	CDS	528	dapH_5	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
PMUR_02241	CDS	1185				hypothetical protein
PMUR_02242	CDS	873				hypothetical protein
PMUR_02243	CDS	621	dapH_6	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
PMUR_02244	CDS	1059				hypothetical protein
PMUR_02245	CDS	1320				hypothetical protein
PMUR_02246	CDS	1215	mshA_5	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
PMUR_02247	CDS	912				hypothetical protein
PMUR_02248	CDS	258				hypothetical protein
PMUR_02249	CDS	1110	mshA_6	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
PMUR_02250	CDS	831	wecG	2.4.1.180		UDP-N-acetyl-D-mannosaminuronic acid transferase
PMUR_02251	CDS	342				hypothetical protein
PMUR_02252	CDS	402				hypothetical protein
PMUR_02253	CDS	834				hypothetical protein
PMUR_02254	CDS	1323	pyrC	3.5.2.3	COG0044	Dihydroorotase
PMUR_02255	CDS	810	metH_1	2.1.1.13	COG0646	Methionine synthase
PMUR_02256	CDS	1179	cpdA_2	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
PMUR_02257	CDS	762				hypothetical protein
PMUR_02258	CDS	1455				hypothetical protein
PMUR_02259	CDS	636	gph_4	3.1.3.18	COG0546	Phosphoglycolate phosphatase
PMUR_02260	CDS	606	pnuC		COG3201	Nicotinamide riboside transporter PnuC
PMUR_02261	CDS	654				hypothetical protein
PMUR_02262	CDS	1260			COG2081	putative protein
PMUR_02263	CDS	1179				hypothetical protein
PMUR_02264	CDS	576	mntP		COG1971	putative manganese efflux pump MntP
PMUR_02265	CDS	828	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
PMUR_02266	CDS	480				hypothetical protein
PMUR_02267	CDS	261				hypothetical protein
PMUR_02268	CDS	300				Thioredoxin-like protein
PMUR_02269	CDS	1539	dnaC	3.6.4.12	COG0305	Replicative DNA helicase
PMUR_02270	CDS	1671				hypothetical protein
PMUR_02271	CDS	1659	recN		COG0497	DNA repair protein RecN
PMUR_02272	CDS	918				hypothetical protein
PMUR_02273	CDS	1212	coaBC		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
PMUR_02274	CDS	855	polC	2.7.7.7		DNA polymerase III PolC-type
PMUR_02275	CDS	1125	dnaN		COG0592	Beta sliding clamp
PMUR_02276	CDS	411				hypothetical protein
PMUR_02277	CDS	1194				hypothetical protein
PMUR_02278	CDS	531				hypothetical protein
PMUR_02279	CDS	1038				hypothetical protein
PMUR_02280	CDS	1089				hypothetical protein
PMUR_02281	CDS	783				hypothetical protein
PMUR_02282	CDS	600				hypothetical protein
PMUR_02283	CDS	1203				hypothetical protein
PMUR_02284	CDS	558				hypothetical protein
PMUR_02285	CDS	189				hypothetical protein
PMUR_02286	CDS	948				IS982 family transposase IS195
PMUR_02287	CDS	687	ogt_2	2.1.1.63		Methylated-DNA--protein-cysteine methyltransferase
PMUR_02288	CDS	2055	htpG_2		COG0326	Chaperone protein HtpG
PMUR_02289	CDS	918	map_2	3.4.11.18	COG0024	Methionine aminopeptidase
PMUR_02290	CDS	1035	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
PMUR_02291	CDS	528	pncC	3.5.1.42	COG1546	Nicotinamide-nucleotide amidohydrolase PncC
PMUR_02292	CDS	264	rpmB		COG0227	50S ribosomal protein L28
PMUR_02293	CDS	189	rpmG		COG0267	50S ribosomal protein L33
PMUR_02294	CDS	159				hypothetical protein
PMUR_02295	CDS	909	epsJ	2.4.-.-	COG0463	putative glycosyltransferase EpsJ
PMUR_02296	CDS	954	ftsY		COG0552	Signal recognition particle receptor FtsY
PMUR_02297	CDS	1293	rimO	2.8.4.4	COG0621	Ribosomal protein S12 methylthiotransferase RimO
PMUR_02298	CDS	288	hup_2			DNA-binding protein HU
PMUR_02299	CDS	1608	ihfA			Integration host factor subunit alpha
PMUR_02300	CDS	897	rluD_2	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
PMUR_02301	CDS	156				hypothetical protein
PMUR_02302	CDS	906	menA	2.5.1.74		1,4-dihydroxy-2-naphthoate octaprenyltransferase
PMUR_02303	CDS	678				hypothetical protein
PMUR_02304	CDS	2142	yhgF		COG2183	Protein YhgF
PMUR_02305	CDS	660				hypothetical protein
PMUR_02306	CDS	1698	ettA_2		COG0488	Energy-dependent translational throttle protein EttA
PMUR_02307	CDS	927				hypothetical protein
PMUR_02308	CDS	1266				hypothetical protein
PMUR_02309	CDS	603				hypothetical protein
PMUR_02310	CDS	1299				hypothetical protein
PMUR_02311	CDS	333				hypothetical protein
PMUR_02312	CDS	654	rhaR_4			HTH-type transcriptional activator RhaR
PMUR_02313	CDS	390				hypothetical protein
PMUR_02314	CDS	480				hypothetical protein
PMUR_02315	CDS	1413				hypothetical protein
PMUR_02316	CDS	552				hypothetical protein
PMUR_02317	CDS	2454				hypothetical protein
PMUR_02318	CDS	192				hypothetical protein
PMUR_02319	CDS	1431				hypothetical protein
PMUR_02320	CDS	240				hypothetical protein
PMUR_02321	CDS	426				hypothetical protein
PMUR_02322	CDS	120				hypothetical protein
PMUR_02323	CDS	2328				hypothetical protein
PMUR_02324	CDS	654				hypothetical protein
PMUR_02325	CDS	168				hypothetical protein
PMUR_02326	CDS	4263	rcsC_5	2.7.13.3		Sensor histidine kinase RcsC
PMUR_02327	CDS	1458				hypothetical protein
PMUR_02328	CDS	795	nagB	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase
PMUR_02329	CDS	1650	fumA	4.2.1.2	COG1838	Fumarate hydratase class I, aerobic
PMUR_02330	CDS	2907				hypothetical protein
PMUR_02331	CDS	1209				hypothetical protein
PMUR_02332	CDS	585				hypothetical protein
PMUR_02333	CDS	1437				hypothetical protein
PMUR_02334	CDS	1722				hypothetical protein
PMUR_02335	CDS	1074				hypothetical protein
PMUR_02336	CDS	1185				hypothetical protein
PMUR_02337	CDS	3105				hypothetical protein
PMUR_02338	CDS	1236				hypothetical protein
PMUR_02339	CDS	1830				hypothetical protein
PMUR_02340	CDS	1308	hflX			GTPase HflX
PMUR_02341	CDS	2079	yesW	4.2.2.23		Rhamnogalacturonan endolyase YesW
PMUR_02342	CDS	2586				hypothetical protein
PMUR_02343	CDS	2946	lacZ_4	3.2.1.23		Beta-galactosidase
PMUR_02344	tRNA	83				tRNA-Leu(tag)
PMUR_02345	CDS	576				hypothetical protein
PMUR_02346	CDS	1308				hypothetical protein
PMUR_02347	CDS	1098				hypothetical protein
PMUR_02348	CDS	888				hypothetical protein
PMUR_02349	CDS	825				hypothetical protein
PMUR_02350	CDS	456				hypothetical protein
PMUR_02351	CDS	450				hypothetical protein
PMUR_02352	CDS	492	ecfG			ECF RNA polymerase sigma factor EcfG
PMUR_02353	CDS	423		5.1.3.29		L-fucose mutarotase
PMUR_02354	CDS	1020	yjmD	1.-.-.-	COG1063	putative zinc-type alcohol dehydrogenase-like protein YjmD
PMUR_02355	CDS	900				hypothetical protein
PMUR_02356	CDS	936	fdh	1.1.1.122		D-threo-aldose 1-dehydrogenase
PMUR_02357	CDS	858	rhaS_2			HTH-type transcriptional activator RhaS
PMUR_02358	CDS	1050				hypothetical protein
PMUR_02359	CDS	876				hypothetical protein
PMUR_02360	CDS	2760	gyrA_2	5.99.1.3		DNA gyrase subunit A
PMUR_02361	CDS	1545	glyQS	6.1.1.14		Glycine--tRNA ligase
PMUR_02362	CDS	630				hypothetical protein
PMUR_02363	CDS	1077				hypothetical protein
PMUR_02364	CDS	630				hypothetical protein
PMUR_02365	CDS	2394				hypothetical protein
PMUR_02366	CDS	1488				hypothetical protein
PMUR_02367	CDS	834				hypothetical protein
PMUR_02368	CDS	471	fklB	5.2.1.8	COG0545	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase
PMUR_02369	CDS	300				hypothetical protein
PMUR_02370	CDS	564	flr			Flavoredoxin
PMUR_02371	CDS	1302				hypothetical protein
PMUR_02372	CDS	1140	rfbB_2	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
PMUR_02373	CDS	912	rmlD_2	1.1.1.133	COG1091	dTDP-4-dehydrorhamnose reductase
PMUR_02374	CDS	588	rfbC	5.1.3.13	COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase
PMUR_02375	CDS	909	rffH	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase 2
PMUR_02376	CDS	753	tagA	2.4.1.187	COG1922	N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase
PMUR_02377	CDS	1101	mshA_7	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
PMUR_02378	CDS	1242				hypothetical protein
PMUR_02379	CDS	1026				hypothetical protein
PMUR_02380	CDS	918				hypothetical protein
PMUR_02381	CDS	1227	mshA_8	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
PMUR_02382	CDS	1296	tmk	2.7.4.9		Thymidylate kinase
PMUR_02383	tRNA	75				tRNA-Arg(ccg)
PMUR_02384	CDS	108				hypothetical protein
PMUR_02385	CDS	765				hypothetical protein
PMUR_02386	CDS	465	queF	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
PMUR_02387	CDS	693				hypothetical protein
PMUR_02388	CDS	960	yrbG		COG0530	Inner membrane protein YrbG
PMUR_02389	CDS	567	purN	2.1.2.2		Phosphoribosylglycinamide formyltransferase
PMUR_02390	CDS	1077				hypothetical protein
PMUR_02391	CDS	417	hslR		COG1188	Heat shock protein 15
PMUR_02392	CDS	570	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
PMUR_02393	CDS	597	rplY			50S ribosomal protein L25
PMUR_02394	CDS	966				hypothetical protein
PMUR_02395	CDS	321	yajC		COG1862	Sec translocon accessory complex subunit YajC
PMUR_02396	CDS	987				hypothetical protein
PMUR_02397	CDS	564	coaE	2.7.1.24		Dephospho-CoA kinase
PMUR_02398	CDS	444				hypothetical protein
PMUR_02399	CDS	501				hypothetical protein
PMUR_02400	CDS	666				hypothetical protein
PMUR_02401	CDS	600				hypothetical protein
PMUR_02402	CDS	1026	ccpA		COG1609	Catabolite control protein A
PMUR_02403	CDS	486				hypothetical protein
PMUR_02404	CDS	1335				hypothetical protein
PMUR_02405	CDS	1776				hypothetical protein
PMUR_02406	CDS	567				hypothetical protein
PMUR_02407	CDS	1212				hypothetical protein
PMUR_02408	CDS	2862	lptD_1			LPS-assembly protein LptD
PMUR_02409	CDS	2256	kefB_1			Glutathione-regulated potassium-efflux system protein KefB
PMUR_02410	CDS	144				hypothetical protein
PMUR_02411	CDS	612	ydeA	3.2.-.-	COG0693	putative protease YdeA
PMUR_02412	CDS	510				hypothetical protein
PMUR_02413	CDS	1314	pepT	3.4.11.4	COG2195	Peptidase T
PMUR_02414	CDS	135				hypothetical protein
PMUR_02415	CDS	1650		3.2.1.55	COG3507	Non-reducing end alpha-L-arabinofuranosidase BoGH43A
PMUR_02416	CDS	2502				hypothetical protein
PMUR_02417	CDS	2097				hypothetical protein
PMUR_02418	CDS	1923		3.2.1.22		Retaining alpha-galactosidase
PMUR_02419	CDS	1371	xynD_2	3.2.1.55		Arabinoxylan arabinofuranohydrolase
PMUR_02420	CDS	1797				hypothetical protein
PMUR_02421	CDS	2457				hypothetical protein
PMUR_02422	CDS	2523				hypothetical protein
PMUR_02423	CDS	2676				hypothetical protein
PMUR_02424	CDS	3372				hypothetical protein
PMUR_02425	CDS	228				hypothetical protein
PMUR_02426	CDS	3879	rcsC_6	2.7.13.3		Sensor histidine kinase RcsC
PMUR_02427	CDS	1242				hypothetical protein
PMUR_02428	CDS	1509	xynC	3.2.1.136		Glucuronoxylanase XynC
PMUR_02429	CDS	1674				hypothetical protein
PMUR_02430	CDS	3156	susC_5			TonB-dependent receptor SusC
PMUR_02431	CDS	1620				hypothetical protein
PMUR_02432	CDS	1929				hypothetical protein
PMUR_02433	CDS	1686				hypothetical protein
PMUR_02434	CDS	3294	susC_6			TonB-dependent receptor SusC
PMUR_02435	CDS	2523				hypothetical protein
PMUR_02436	CDS	609	xylA	5.3.1.5	COG2115	Xylose isomerase
PMUR_02437	CDS	345				hypothetical protein
PMUR_02438	CDS	1026				hypothetical protein
PMUR_02439	tRNA	73				tRNA-Glu(ctc)
PMUR_02440	tRNA	73				tRNA-Glu(ctc)
PMUR_02441	tRNA	88				tRNA-Ser(gct)
PMUR_02442	CDS	351				hypothetical protein
PMUR_02443	CDS	1458	pepD_2	3.4.13.18	COG2195	Cytosol non-specific dipeptidase
PMUR_02444	CDS	216				hypothetical protein
PMUR_02445	CDS	621				hypothetical protein
PMUR_02446	CDS	954				hypothetical protein
PMUR_02447	CDS	1071				hypothetical protein
PMUR_02448	CDS	1617		3.1.21.1		CRISPR-associated endonuclease Cas12a
PMUR_02449	CDS	2145		3.1.21.1		CRISPR-associated endonuclease Cas12a
PMUR_02450	CDS	594				hypothetical protein
PMUR_02451	CDS	981	cas1_3	3.1.-.-		CRISPR-associated endonuclease Cas1
PMUR_02452	CDS	273	cas2_3	3.1.-.-		CRISPR-associated endoribonuclease Cas2
	repeat_region	355				
PMUR_02453	CDS	2352				hypothetical protein
PMUR_02454	CDS	756	kdsA_2	2.5.1.55	COG2877	2-dehydro-3-deoxyphosphooctonate aldolase
PMUR_02455	CDS	951	kdsD	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KdsD
PMUR_02456	CDS	1266	ywiE	2.7.8.-	COG1502	putative cardiolipin synthase YwiE
PMUR_02457	CDS	1308	eno	4.2.1.11	COG0148	Enolase
PMUR_02458	CDS	240				hypothetical protein
PMUR_02459	CDS	828				hypothetical protein
PMUR_02460	CDS	507				hypothetical protein
PMUR_02461	CDS	480	smpB		COG0691	SsrA-binding protein
PMUR_02462	CDS	2754	metH_2	2.1.1.13	COG0646	Methionine synthase
PMUR_02463	CDS	618		3.1.3.-	COG1011	D-ribitol-5-phosphate phosphatase
PMUR_02464	CDS	1587				hypothetical protein
PMUR_02465	CDS	894				hypothetical protein
PMUR_02466	tRNA	74				tRNA-Gly(ccc)
PMUR_02467	tRNA	74				tRNA-Thr(cgt)
PMUR_02468	CDS	2814	uvrA_3			UvrABC system protein A
PMUR_02469	CDS	795				hypothetical protein
PMUR_02470	CDS	1440	uxaB	1.1.1.58	COG0246	Altronate oxidoreductase
PMUR_02471	CDS	1239				hypothetical protein
PMUR_02472	CDS	1014				hypothetical protein
PMUR_02473	CDS	702				hypothetical protein
PMUR_02474	CDS	2412	pcrA	3.6.4.12		ATP-dependent DNA helicase PcrA
PMUR_02475	CDS	645		3.-.-.-		putative protein
PMUR_02476	CDS	621	rsmG	2.1.1.170	COG0357	Ribosomal RNA small subunit methyltransferase G
PMUR_02477	CDS	873				hypothetical protein
PMUR_02478	CDS	1833				hypothetical protein
PMUR_02479	CDS	831				hypothetical protein
PMUR_02480	CDS	1251	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
PMUR_02481	CDS	375	yabJ	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
PMUR_02482	CDS	654	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
PMUR_02483	CDS	1620	ybiT		COG0488	putative ABC transporter ATP-binding protein YbiT
PMUR_02484	CDS	639	grpE			Protein GrpE
PMUR_02485	CDS	1161	dnaJ_2		COG0484	Chaperone protein DnaJ
PMUR_02486	CDS	1326	fpgS	6.3.2.17		Folylpolyglutamate synthase
PMUR_02487	CDS	1092	mro_1	5.1.3.3	COG2017	Aldose 1-epimerase
PMUR_02488	CDS	1200	fucP_2		COG0738	L-fucose-proton symporter
PMUR_02489	CDS	1146	galK_2	2.7.1.6	COG0153	Galactokinase
PMUR_02490	CDS	1167	mro_2	5.1.3.3	COG2017	Aldose 1-epimerase
PMUR_02491	CDS	1695	sglT			Sodium/glucose cotransporter
PMUR_02492	CDS	678				hypothetical protein
PMUR_02493	CDS	705	ulaF	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase UlaF
PMUR_02494	CDS	1542	araA	5.3.1.4		L-arabinose isomerase
PMUR_02495	CDS	90				hypothetical protein
PMUR_02496	CDS	1599				hypothetical protein
PMUR_02497	CDS	1569	abf2	3.2.1.55	COG3534	Intracellular exo-alpha-L-arabinofuranosidase 2
PMUR_02498	CDS	2019	tkt	2.2.1.1		Transketolase
PMUR_02499	CDS	438	rpiB	5.3.1.6	COG0698	Ribose-5-phosphate isomerase B
PMUR_02500	CDS	675	trmD	2.1.1.228		tRNA (guanine-N(1)-)-methyltransferase
PMUR_02501	CDS	702				hypothetical protein
PMUR_02502	CDS	1239	kbl_2	2.3.1.29	COG0156	2-amino-3-ketobutyrate coenzyme A ligase
PMUR_02503	CDS	168				hypothetical protein
PMUR_02504	CDS	102				hypothetical protein
PMUR_02505	CDS	117				hypothetical protein
PMUR_02506	CDS	522				hypothetical protein
PMUR_02507	CDS	174				hypothetical protein
PMUR_02508	CDS	1974				hypothetical protein
PMUR_02509	CDS	840				hypothetical protein
PMUR_02510	CDS	3861				hypothetical protein
PMUR_02511	CDS	1422				hypothetical protein
PMUR_02512	CDS	762				hypothetical protein
PMUR_02513	CDS	681				hypothetical protein
PMUR_02514	CDS	219				hypothetical protein
PMUR_02515	CDS	957				hypothetical protein
PMUR_02516	CDS	237				hypothetical protein
PMUR_02517	CDS	1836				hypothetical protein
PMUR_02518	CDS	102				hypothetical protein
PMUR_02519	CDS	234				hypothetical protein
PMUR_02520	CDS	777	thiG	2.8.1.10	COG2022	Thiazole synthase
PMUR_02521	CDS	201	thiS		COG2104	Sulfur carrier protein ThiS
PMUR_02522	CDS	1125	thiH	4.1.99.19	COG1060	2-iminoacetate synthase
PMUR_02523	CDS	837	thiD	2.7.1.49		Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
PMUR_02524	CDS	615	thiE_1	2.5.1.3	COG0352	Thiamine-phosphate synthase
PMUR_02525	CDS	1578	thiC	4.1.99.17	COG0422	Phosphomethylpyrimidine synthase
PMUR_02526	CDS	603	thiE_2	2.5.1.3		Thiamine-phosphate synthase
PMUR_02527	CDS	753	moeZ		COG0476	putative adenylyltransferase/sulfurtransferase MoeZ
PMUR_02528	CDS	633	cmk_1	2.7.4.25		Cytidylate kinase
PMUR_02529	CDS	882	mepA_1			Multidrug export protein MepA
PMUR_02530	CDS	492	mepA_2		COG0534	Multidrug export protein MepA
PMUR_02531	CDS	534				hypothetical protein
PMUR_02532	CDS	1107	ald	1.4.1.1	COG0686	Alanine dehydrogenase
PMUR_02533	CDS	456	bcp	1.11.1.15	COG1225	Peroxiredoxin Bcp
PMUR_02534	CDS	1404	asnS	6.1.1.22	COG0017	Asparagine--tRNA ligase
PMUR_02535	CDS	1473				hypothetical protein
PMUR_02536	CDS	1347	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
PMUR_02537	tRNA	76				tRNA-Val(tac)
PMUR_02538	tRNA	76				tRNA-Val(tac)
PMUR_02539	CDS	219				hypothetical protein
PMUR_02540	CDS	1119				hypothetical protein
PMUR_02541	CDS	1212				hypothetical protein
PMUR_02542	CDS	744				hypothetical protein
PMUR_02543	CDS	1161				Outer membrane protein 41
PMUR_02544	CDS	1872	mutL			DNA mismatch repair protein MutL
PMUR_02545	CDS	276				hypothetical protein
PMUR_02546	CDS	1761	lptD_2			LPS-assembly protein LptD
PMUR_02547	CDS	1404	surA_1	5.2.1.8		Chaperone SurA
PMUR_02548	CDS	1509	surA_2	5.2.1.8		Chaperone SurA
PMUR_02549	CDS	1488	guaB	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
PMUR_02550	CDS	2184	recQ	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
PMUR_02551	CDS	1227	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
PMUR_02552	CDS	726	clpP_2	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
PMUR_02553	CDS	1365	tig	5.2.1.8		Trigger factor
PMUR_02554	CDS	3498				hypothetical protein
PMUR_02555	CDS	2772				hypothetical protein
PMUR_02556	CDS	111				hypothetical protein
PMUR_02557	CDS	867	lptB	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
PMUR_02558	CDS	747	mlaE		COG0767	putative phospholipid ABC transporter permease protein MlaE
PMUR_02559	CDS	765	glnQ		COG1126	Glutamine transport ATP-binding protein GlnQ
PMUR_02560	CDS	480				hypothetical protein
PMUR_02561	CDS	396				hypothetical protein
PMUR_02562	CDS	1314	der			GTPase Der
PMUR_02563	CDS	882	era		COG1159	GTPase Era
PMUR_02564	CDS	1020	fabH	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
PMUR_02565	CDS	189	rpmF			50S ribosomal protein L32
PMUR_02566	CDS	549				hypothetical protein
PMUR_02567	CDS	1161	sasA_4	2.7.-.-		Adaptive-response sensory-kinase SasA
PMUR_02568	CDS	441				hypothetical protein
PMUR_02569	CDS	210				hypothetical protein
PMUR_02570	CDS	381				hypothetical protein
PMUR_02571	CDS	1749				hypothetical protein
PMUR_02572	CDS	849	lagD	3.4.22.-		Lactococcin-G-processing and transport ATP-binding protein LagD
PMUR_02573	CDS	501				hypothetical protein
PMUR_02574	CDS	930	apxIB		COG2274	Toxin RTX-I translocation ATP-binding protein
PMUR_02575	CDS	693				hypothetical protein
PMUR_02576	CDS	678				hypothetical protein
PMUR_02577	CDS	726				hypothetical protein
PMUR_02578	CDS	1167				hypothetical protein
PMUR_02579	CDS	189				hypothetical protein
PMUR_02580	CDS	279				hypothetical protein
PMUR_02581	CDS	1026	mltG	4.2.2.-		Endolytic murein transglycosylase
PMUR_02582	CDS	2688				hypothetical protein
PMUR_02583	CDS	642	gph_5	3.1.3.18	COG0546	Phosphoglycolate phosphatase
PMUR_02584	CDS	600	ribE	2.5.1.9	COG0307	Riboflavin synthase
PMUR_02585	misc_RNA	183				Bacteroidales-1
PMUR_02586	CDS	711				hypothetical protein
PMUR_02587	CDS	933	mrr		COG1715	Mrr restriction system protein
PMUR_02588	CDS	807				hypothetical protein
PMUR_02589	CDS	357				hypothetical protein
PMUR_02590	CDS	285				hypothetical protein
PMUR_02591	CDS	378				hypothetical protein
PMUR_02592	CDS	1461	mnmE	3.6.-.-	COG0486	tRNA modification GTPase MnmE
PMUR_02593	CDS	882	deoD	2.4.2.1		Purine nucleoside phosphorylase DeoD-type
PMUR_02594	CDS	1182				hypothetical protein
PMUR_02595	CDS	735	ttcA	2.8.1.-	COG0037	tRNA-cytidine(32) 2-sulfurtransferase
PMUR_02596	CDS	369				hypothetical protein
PMUR_02597	CDS	2358	pyrK_2			Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit
PMUR_02598	CDS	234				hypothetical protein
PMUR_02599	CDS	1290	serS	6.1.1.11	COG0172	Serine--tRNA ligase
PMUR_02600	CDS	264	rpmA		COG0211	50S ribosomal protein L27
PMUR_02601	CDS	318	rplU		COG0261	50S ribosomal protein L21
PMUR_02602	CDS	465				hypothetical protein
PMUR_02603	CDS	1935				hypothetical protein
PMUR_02604	CDS	624				hypothetical protein
PMUR_02605	CDS	1272	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
PMUR_02606	CDS	1368	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
PMUR_02607	CDS	1005				hypothetical protein
PMUR_02608	CDS	561	rbr3A	1.11.1.1	COG1592	Reverse rubrerythrin-1
PMUR_02609	CDS	1488				hypothetical protein
PMUR_02610	CDS	153				hypothetical protein
PMUR_02611	CDS	315				hypothetical protein
PMUR_02612	CDS	1482				hypothetical protein
PMUR_02613	CDS	519	rpoE		COG1595	ECF RNA polymerase sigma-E factor
PMUR_02614	CDS	390				hypothetical protein
PMUR_02615	CDS	519				hypothetical protein
PMUR_02616	CDS	597	nth	4.2.99.18	COG0177	Endonuclease III
PMUR_02617	CDS	813	uxuB	1.-.-.-	COG1028	putative oxidoreductase UxuB
PMUR_02618	CDS	1200	uxuA	4.2.1.8	COG1312	Mannonate dehydratase
PMUR_02619	CDS	1482	proS	6.1.1.15	COG0442	Proline--tRNA ligase
PMUR_02620	CDS	675				hypothetical protein
PMUR_02621	CDS	669	mtgA	2.4.1.129	COG0744	Biosynthetic peptidoglycan transglycosylase
PMUR_02622	CDS	1233				hypothetical protein
PMUR_02623	CDS	378				hypothetical protein
PMUR_02624	CDS	1500	xylB	2.7.1.17	COG1070	Xylulose kinase
PMUR_02625	CDS	390		5.1.3.2	COG1088	UDP-glucose 4-epimerase
PMUR_02626	CDS	603	rfbB_3	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
PMUR_02627	CDS	1230	xerC_8			Tyrosine recombinase XerC
PMUR_02628	CDS	375				hypothetical protein
PMUR_02629	CDS	1206				hypothetical protein
PMUR_02630	CDS	942				hypothetical protein
PMUR_02631	CDS	363				hypothetical protein
PMUR_02632	CDS	948				hypothetical protein
PMUR_02633	CDS	753				hypothetical protein
PMUR_02634	CDS	750				hypothetical protein
PMUR_02635	CDS	546				hypothetical protein
PMUR_02636	CDS	2289	rcsC_7	2.7.13.3		Sensor histidine kinase RcsC
PMUR_02637	CDS	1317	zraR_3		COG2204	Transcriptional regulatory protein ZraR
PMUR_02638	CDS	204				hypothetical protein
PMUR_02639	CDS	1563				hypothetical protein
PMUR_02640	CDS	1062				hypothetical protein
PMUR_02641	CDS	546				hypothetical protein
PMUR_02642	CDS	2151	fusA_2		COG0480	Elongation factor G
PMUR_02643	CDS	1149	hemN	1.3.99.-	COG0635	Oxygen-independent coproporphyrinogen-III oxidase-like protein YqeR
PMUR_02644	CDS	2418	btuB_3			Vitamin B12 transporter BtuB
PMUR_02645	CDS	1020				hypothetical protein
PMUR_02646	CDS	1875	ydcP	3.4.-.-	COG0826	putative protease YdcP
PMUR_02647	CDS	918	metAA	2.3.1.31	COG1897	Homoserine O-acetyltransferase
PMUR_02648	CDS	2034	pepO	3.4.24.-	COG3590	Neutral endopeptidase
PMUR_02649	CDS	1965	yheS		COG0488	putative ABC transporter ATP-binding protein YheS
PMUR_02650	CDS	3222	carB_2	6.3.5.5		Carbamoyl-phosphate synthase large chain
PMUR_02651	CDS	291				hypothetical protein
PMUR_02652	CDS	1338				hypothetical protein
PMUR_02653	CDS	1323	nhaA		COG3004	Na(+)/H(+) antiporter NhaA
PMUR_02654	CDS	330				hypothetical protein
PMUR_02655	rRNA	1528				16S ribosomal RNA
PMUR_02656	tRNA	77				tRNA-Ala(ggc)
PMUR_02657	rRNA	2890				23S ribosomal RNA
PMUR_02658	rRNA	109				5S ribosomal RNA
PMUR_02659	CDS	1338				hypothetical protein
PMUR_02660	CDS	876				hypothetical protein
PMUR_02661	CDS	1095				hypothetical protein
PMUR_02662	CDS	234				hypothetical protein
PMUR_02663	CDS	948				hypothetical protein
PMUR_02664	CDS	1257				hypothetical protein
PMUR_02665	CDS	561				hypothetical protein
PMUR_02666	CDS	843	cvfB			Conserved virulence factor B
PMUR_02667	CDS	699	lolD	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
PMUR_02668	CDS	2130	kefB_2			Glutathione-regulated potassium-efflux system protein KefB
PMUR_02669	CDS	1011	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
PMUR_02670	CDS	858	fabI	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
PMUR_02671	CDS	3471				hypothetical protein
PMUR_02672	CDS	588				hypothetical protein
PMUR_02673	CDS	1128				Outer membrane protein 40
